PATHWAY SORTORDER	BIOCHEMICAL	SUPER PATHWAY	SUB PATHWAY	COMP ID	PLATFORM	CHEMICAL ID	RI	MASS	CAS	PUBCHEM	KEGG	                                      Group HMDB
241	4-methyl-2-oxopentanoate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	22116	LC/MS Neg	100000551	2170	129.05571	816-66-0	70	C00233	HMDB00695
2782	4-methylcatechol sulfate	Xenobiotics	Benzoate Metabolism	46146	LC/MS Neg	100004111	2665	203.00196				
3174	4-vinylguaiacol sulfate	Xenobiotics	Food Component/Plant	48442	LC/MS Neg	100006126	3354	229.01761				
2793	4-vinylphenol sulfate	Xenobiotics	Benzoate Metabolism	36098	LC/MS Neg	100001755	3320	199.00705	2628-17-3	6426766	C05627	HMDB04072
2636	5,6-dihydrothymine	Nucleotide	Pyrimidine Metabolism, Thymine containing	1418	LC/MS Pos	158	1654.2	129.06586	696-04-8	93556	C00906	HMDB00079
2602	5,6-dihydrouracil	Nucleotide	Pyrimidine Metabolism, Uracil containing	1559	LC/MS Pos	1125	1148	115.05021	504-07-4	649	C00429	HMDB00076
2824	5-acetylamino-6-amino-3-methyluracil	Xenobiotics	Xanthine Metabolism	34424	LC/MS Neg	100001403	985	197.06801	19893-78-8	88299	C16366	HMDB04400
2825	5-acetylamino-6-formylamino-3-methyluracil	Xenobiotics	Xanthine Metabolism	34401	LC/MS Pos	100001402	1570	227.07748	85438-96-6	108214	C16365	HMDB11105
1867	5alpha-androstan-3alpha,17alpha-diol disulfate	Lipid	Steroid	37182	LC/MS Neg	100002007	4547	225.06965				
1869	5alpha-androstan-3alpha,17beta-diol disulfate	Lipid	Steroid	37184	LC/MS Neg	100002017	4275	225.06965				
1860	5alpha-androstan-3alpha,17beta-diol monosulfate (1)	Lipid	Steroid	37186	LC/MS Neg	100002018	4925	371.18976				
1868	5alpha-androstan-3beta,17alpha-diol disulfate	Lipid	Steroid	37187	LC/MS Neg	100002021	4215	225.06965				
1870	5alpha-androstan-3beta,17beta-diol disulfate	Lipid	Steroid	37190	LC/MS Neg	100001987	3880	225.06965	571-20-0	242332	C12525	HMDB00493
1817	5alpha-pregnan-3(alpha or beta),20beta-diol disulfate	Lipid	Steroid	46172	LC/MS Neg	100002015	4310	239.0853		5127902		
1818	5alpha-pregnan-3alpha,20beta-diol disulfate 1	Lipid	Steroid	37201	LC/MS Neg	100002016	4565	239.0853				
1816	5alpha-pregnan-3beta,20alpha-diol disulfate	Lipid	Steroid	37198	LC/MS Neg	100001988	3962	239.0853				
1813	5alpha-pregnan-3beta,20alpha-diol monosulfate (2)	Lipid	Steroid	37200	LC/MS Neg	100002014	5060	399.22106				
1810	5alpha-pregnan-3beta,20beta-diol monosulfate (1)	Lipid	Steroid	37196	LC/MS Neg	100002009	5180	399.22106				
1019	5-dodecenoate (12:1n7)	Lipid	Medium Chain Fatty Acid	33968	LC/MS Neg	100001232	5224	197.1547	2430-94-6	5312378		HMDB00529
1363	5-HEPE	Lipid	Eicosanoid	46297	LC/MS Neg	100002135	5316	317.21221	83952-40-3	6439678		HMDB05081
1369	5-HETE	Lipid	Eicosanoid	37372	LC/MS Neg	100002137	5382	319.22786	73307-52-5	5280733	C04805	HMDB11134
1280	5-hydroxyhexanoate	Lipid	Fatty Acid, Monohydroxy	31938	LC/MS Neg	100001148	1267	131.07136	44843-89-2	170748		HMDB00525
219	5-hydroxyindoleacetate	Amino Acid	Tryptophan Metabolism	437	LC/MS Pos	71	2559.9	192.06552	54-16-0	1826	C05635	HMDB00763
370	5-methylthioadenosine (MTA)	Amino Acid	Polyamine Metabolism	1419	LC/MS Pos	212	2444.9	298.09684	2457-80-9	439176	C00170	HMDB01173
2595	5-methyluridine (ribothymidine)	Nucleotide	Pyrimidine Metabolism, Uracil containing	35136	LC/MS Neg	100001446	1778.1	257.07791	1463-10-1	445408		HMDB00884
389	5-oxoproline	Amino Acid	Glutathione Metabolism	1494	LC/MS Neg	1021	738.5	128.03531	98-79-3	7405	C01879	HMDB00267
1808	5-pregnen-3b, 17-diol-20-one 3-sulfate	Lipid	Steroid	37482	LC/MS Neg	100002128	4800	411.18468	28901-70-4	152971		HMDB00416
3266	5-sulfosalicylate	Xenobiotics	Drug	21107	LC/MS Neg	100000815	725	216.98123	97-05-2	7322	C16199	HMDB11725
3269	6-oxopiperidine-2-carboxylic acid	Xenobiotics	Drug	43231	LC/MS Pos	100004499	1826.6	144.06552	34622-39-4	3014237		
1758	7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)	Lipid	Sterol	36776	LC/MS Neg	100001609	5288.1	429.30103	115538-85-7	3081085	C17337	HMDB12458
2562	7-methylguanine	Nucleotide	Purine Metabolism, Guanine containing	35114	LC/MS Pos	100001456	1395.6	166.07234	578-76-7	11361	C02242	HMDB00897
2816	7-methylurate	Xenobiotics	Xanthine Metabolism	39598	LC/MS Neg	100002241	1138	181.03671	612-37-3	69160		
2823	7-methylxanthine	Xenobiotics	Xanthine Metabolism	34390	LC/MS Pos	100001396	1813.9	167.05636	552-62-5	68374	C16353	HMDB01991
1303	9,10-DiHOME	Lipid	Fatty Acid, Dihydroxy	38399	LC/MS Neg	179	5180	313.23843	263399-34-4	9966640	C14828	HMDB04704
1237	acetylcarnitine	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	32198	LC/MS Pos	100000802	1166.9	204.12304	5080-50-2	1	C02571	HMDB00201
366	acisoga	Amino Acid	Polyamine Metabolism	43258	LC/MS Pos	100004541	2290	185.12846	106692-36-8	129397		
988	aconitate [cis or trans]	Energy	TCA Cycle	46173	LC/MS Neg	100001359	580	173.00916			C00417	HMDB00072
2527	adenine	Nucleotide	Purine Metabolism, Adenine containing	554	LC/MS Pos	880	1002	136.06178	73-24-5	190	C00147	HMDB00034
2526	adenosine	Nucleotide	Purine Metabolism, Adenine containing	555	LC/MS Pos	798	1625.3	268.10404	58-61-7	60961	C00212	HMDB00050
1142	adipate	Lipid	Fatty Acid, Dicarboxylate	21134	LC/MS Pos	100000863	2460.4	147.06519	124-04-9	196	C06104	HMDB00448
1070	adrenate (22:4n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	32980	LC/MS Neg	100001193	5678	331.26425	2091-25-0	5497181	C16527	HMDB02226
25	alanine	Amino Acid	Alanine and Aspartate Metabolism	1126	LC/MS Pos	811	696	90.05496	56-41-7	5950	C00041	HMDB00161
427	alanylleucine	Peptide	Dipeptide	37093	LC/MS Pos	100001890	2165	203.13902	1638-60-4	259583		HMDB28691
2514	allantoin	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	1107	LC/MS Polar	1002	1672	157.03671	97-59-6	204	C02350	HMDB00462
2960	alliin	Xenobiotics	Food Component/Plant	41494	LC/MS Pos	100003473	1032	178.05324	556-27-4	87310	C08265	HMDB33592
268	allo-isoleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	46552	GC/MS	100005840	1325	158.1		6950182;99288		
16	allo-threonine	Amino Acid	Glycine, Serine and Threonine Metabolism	15142	LC/MS Polar	100000272	2511.1	118.05096	28954-12-3	99289	C05519	HMDB04041
2695	alpha-CEHC	Cofactors and Vitamins	Tocopherol Metabolism	48188	LC/MS Neg	100002206	4045	277.14453	4072-32-6	9943542		HMDB01518
2693	alpha-CEHC glucuronide*	Cofactors and Vitamins	Tocopherol Metabolism	39346	LC/MS Neg	100003101	2616	453.17662	477200-36-5			
2694	alpha-CEHC sulfate	Cofactors and Vitamins	Tocopherol Metabolism	47666	LC/MS Neg	100005972	3090	357.10134				
1264	alpha-hydroxycaproate	Lipid	Fatty Acid, Monohydroxy	37073	LC/MS Neg	100001723	1920	131.07136	6064-63-7	99824		HMDB01624
286	alpha-hydroxyisocaproate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	22132	LC/MS Neg	100000706	1840	131.07136	10303-64-7	83697	C03264	HMDB00746
257	alpha-hydroxyisovalerate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	33937	LC/MS Neg	100001300	1126	117.05571	600-37-3	99823		HMDB00407
307	alpha-ketobutyrate	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	4968	LC/MS Polar	796	940	101.02442	600-18-0	58	C00109	HMDB00005
991	alpha-ketoglutarate	Energy	TCA Cycle	528	LC/MS Polar	93	2700	145.01425	305-72-6;328-50-7;22202-68-2	51	C00026	HMDB00208
2683	alpha-tocopherol	Cofactors and Vitamins	Tocopherol Metabolism	1561	GC/MS	1105	2305.4	502.5	59-02-9;10191-41-0	14985	C02477	HMDB01893
1875	andro steroid monosulfate (1)*	Lipid	Steroid	32827	LC/MS Neg	100002152	3871	383.1534			C04555	HMDB02759
1845	androsterone sulfate	Lipid	Steroid	31591	LC/MS Neg	100001073	5022	369.17411	2479-86-9	159663		HMDB02759
416	anserine	Peptide	Dipeptide Derivative	15747	LC/MS Neg	100000044	1124.8	239.11496	10030-52-1	112072	C01262	HMDB00194
845	arabinose	Carbohydrate	Pentose Metabolism	575	GC/MS	828	1631.6	217	28697-53-2	66308	C00216	HMDB00646
850	arabitol	Carbohydrate	Pentose Metabolism	38075	GC/MS	100000012	1687.5	307.1	7643-75-6	94154	C01904	HMDB00568
2680	arabonate	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	37516	GC/MS	100001937	1736	292.1	7643-75-7	122045	C00878	HMDB00539
1040	arachidate (20:0)	Lipid	Long Chain Fatty Acid	1118	LC/MS Neg	893	6295	311.29555	506-30-9	10467	C06425	HMDB02212
1069	arachidonate (20:4n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	1110	LC/MS Neg	229	5535	303.23295	506-32-1	444899	C00219	HMDB01043
329	arginine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1638	LC/MS Pos	231	700	175.11896	1119-34-2	232	C00062	HMDB00517
30	asparagine	Amino Acid	Alanine and Aspartate Metabolism	512	LC/MS Polar	917	2951.1	131.04621	70-47-3	6267	C00152	HMDB00168
28	aspartate	Amino Acid	Alanine and Aspartate Metabolism	443	LC/MS Polar	234	3500	132.03023	56-84-8	5960	C00049	HMDB00191
1152	azelate (nonanedioate)	Lipid	Fatty Acid, Dicarboxylate	18362	LC/MS Neg	2029	1276	187.09758	123-99-9	2266	C08261	HMDB00784
1723	behenoyl sphingomyelin (d18:1/22:0)*	Lipid	Sphingolipid Metabolism	48492	LC/MS Polar	100006294	901	831.65967				
2760	benzoate	Xenobiotics	Benzoate Metabolism	15778	LC/MS Neg	100000008	1750	121.0295	65-85-0	243	C00180	HMDB01870
2609	beta-alanine	Nucleotide	Pyrimidine Metabolism, Uracil containing	55	GC/MS	244	1451.8	174	56-41-7;107-95-9	239	C00099	HMDB00056
249	beta-hydroxyisovalerate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	12129	LC/MS Neg	1442	1027	117.05572	625-08-1	69362		HMDB00754
250	beta-hydroxyisovaleroylcarnitine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	35433	LC/MS Pos	100001594	1701	262.1649	99159-87-2			
6	betaine	Amino Acid	Glycine, Serine and Threonine Metabolism	3141	LC/MS Pos	799	734	118.08626	107-43-7	247	C00719	HMDB00043
2685	beta-tocopherol	Cofactors and Vitamins	Tocopherol Metabolism	35702	GC/MS	100001641	2260	488.3	148-03-8	6857447	C14152	HMDB06335
2947	betonicine	Xenobiotics	Food Component/Plant	38100	LC/MS Pos	100002153	720	160.09682	515-25-3	164642	C08269	HMDB29412
2720	bilirubin (E,E)*	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	32586	LC/MS Neg	100001950	4294	583.2562	114-25-0	5315454		
2719	bilirubin (Z,Z)	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	43807	LC/MS Neg	1090	4796.2	583.2562	635-65-4	5280352	C00486	HMDB00054
2722	biliverdin	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	2137	LC/MS Neg	250	4695.6	581.24056	55482-27-4;55482-27-4	5353439	C00500	HMDB01008
757	bradykinin, des-arg(9)	Peptide	Polypeptide	34420	LC/MS Pos	100001292	3444.1	452.73742	15958-92-6	105044	C00306	HMDB04246
1220	butyrylcarnitine	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	32412	LC/MS Pos	100001054	1977	232.15434	25576-40-3	439829	C02862	HMDB02013
1221	butyrylglycine	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	31850	LC/MS Neg	100001151	1470	144.06661	20208-73-5	88412		HMDB00808
2811	caffeine	Xenobiotics	Xanthine Metabolism	569	LC/MS Pos	849	2819	195.08766	58-08-2	2519	C07481	HMDB01847
1771	campesterol	Lipid	Sterol	39511	GC/MS	100001269	2353	343.4	474-62-4	173183	C01789	HMDB02869
1015	caprate (10:0)	Lipid	Medium Chain Fatty Acid	1642	LC/MS Neg	888	5090.7	171.13905	112-37-8	2969	C01571	HMDB00511
1011	caproate (6:0)	Lipid	Medium Chain Fatty Acid	32489	LC/MS Neg	926	2713.7	115.07645	142-62-1	8892	C01585	HMDB00535
1013	caprylate (8:0)	Lipid	Medium Chain Fatty Acid	32492	LC/MS Neg	932	4362	143.10775	124-07-2	379	C06423	HMDB00482
3250	carboxyibuprofen	Xenobiotics	Drug	43333	LC/MS Neg	100004171	1920	235.09758	15935-54-3	10444113		
1256	carnitine	Lipid	Carnitine Metabolism	15500	LC/MS Pos	100000007	688.9	162.11247	461-05-2	10917	C00318	HMDB00062
2777	catechol sulfate	Xenobiotics	Benzoate Metabolism	35320	LC/MS Neg	100001605	1906	188.98631	4918-96-1	3083879	C00090	HMDB59724
235	C-glycosyltryptophan	Amino Acid	Tryptophan Metabolism	48782	LC/MS Pos	100006379	1907	367.14998	180509-18-6	10981970		
1916	chenodeoxycholate	Lipid	Primary Bile Acid Metabolism	1563	LC/MS Neg	1123	5264	391.28538	474-24-9;474-25-9	10133	C02528	HMDB00518
1400	chiro-inositol	Lipid	Inositol Metabolism	37112	LC/MS Polar	100001859	3191.2	225.06159	643-12-9		C19891	HMDB34220
1913	cholate	Lipid	Primary Bile Acid Metabolism	22842	LC/MS Neg	136	5165	407.28029	81-25-4	221493	C00695	HMDB00619
1748	cholesterol	Lipid	Sterol	63	GC/MS	266	2316.9	329.3	57-88-5	11025495	C00187	HMDB00067
1426	choline	Lipid	Phospholipid Metabolism	15506	LC/MS Pos	1256	675	104.10699	67-48-1	305	C00114	HMDB00097
2991	cinnamoylglycine	Xenobiotics	Food Component/Plant	38637	LC/MS Neg	100002253	3127	204.06661	16534-24-0	709625		HMDB11621
1245	cis-4-decenoyl carnitine	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	38178	LC/MS Pos	100002259	4468	314.23259	98930-66-6			
61	cis-urocanate	Amino Acid	Histidine Metabolism	40410	LC/MS Neg	100003425	1200	137.03565	7699-35-6	1549103		
1033	cis-vaccenate (18:1n7)	Lipid	Long Chain Fatty Acid	33970	GC/MS	100001228	1987	339.3	506-17-2	5282761	C08367	HMDB03231
986	citrate	Energy	TCA Cycle	1564	LC/MS Neg	1124	582	191.01973	77-92-9	311	C00158	HMDB00094
333	citrulline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	2132	LC/MS Pos	391	730.3	176.10297	372-75-8	9750	C00327	HMDB00904
1831	corticosterone	Lipid	Steroid	5983	LC/MS Neg	272	5040	345.20713	50-22-6	5753	C02140	HMDB01547
1829	cortisol	Lipid	Steroid	1712	LC/MS Pos	356	4561.9	363.2166	50-23-7	5754	C00735	HMDB00063
1834	cortisone	Lipid	Steroid	1769	LC/MS Pos	273	4407.9	361.20095	53-06-5	222786	C00762	HMDB02802
2827	cotinine	Xenobiotics	Tobacco Metabolite	553	LC/MS Pos	848	1525.2	177.10224	486-56-6	854019		HMDB01046
2829	cotinine N-oxide	Xenobiotics	Tobacco Metabolite	38662	LC/MS Pos	100002719	1758	193.09716	36508-80-2	9815514		HMDB01411
357	creatine	Amino Acid	Creatine Metabolism	27718	LC/MS Pos	1221	771	132.07676	57-00-1	586	C00300	HMDB00064
358	creatinine	Amino Acid	Creatine Metabolism	513	LC/MS Pos	275	730.8	114.06619	60-27-5	588	C00791	HMDB00562
388	cys-gly, oxidized	Amino Acid	Glutathione Metabolism	18368	LC/MS Neg	1224	925	353.0595	7729-20-6	333293		
311	cysteine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	31453	GC/MS	800	1560.1	218	52-90-4;56-89-3	5862	C00097	HMDB00574
316	cysteine s-sulfate	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	22176	LC/MS Neg	100000808	640.9	199.96928	1637-71-4	115015	C05824	HMDB00731
384	cysteine-glutathione disulfide	Amino Acid	Glutathione Metabolism	35159	LC/MS Pos	100001437	824	214.05123	13081-14-6	4247235		HMDB00656
313	cystine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	56	LC/MS Neg	279	665	239.01657	56-89-3	67678	C00491	HMDB00192
2618	cytidine	Nucleotide	Pyrimidine Metabolism, Cytidine containing	514	LC/MS Neg	827	1325	242.07824	65-46-3	6175	C00475	HMDB00089
3177	daidzein sulfate (2)	Xenobiotics	Food Component/Plant	48728	LC/MS Neg	100006363	3330	333.00756				
1243	decanoylcarnitine	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	33941	LC/MS Pos	100001251	4700	316.24824	1492-27-9	10245190		HMDB00651
1839	dehydroisoandrosterone sulfate (DHEA-S)	Lipid	Steroid	32425	LC/MS Neg	100000792	4745	367.15846	651-48-9	12594	C04555	HMDB01032
1255	deoxycarnitine	Lipid	Carnitine Metabolism	36747	LC/MS Pos	100001662	742.4	146.11756	6249-56-5	134	C01181	HMDB01161
1924	deoxycholate	Lipid	Secondary Bile Acid Metabolism	1114	LC/MS Neg	302	5294	391.28538	83-44-3	222528	C04483	HMDB00626
3504	diglycerol	Xenobiotics	Chemical	40702	LC/MS Pos	100003700	1003	167.0914	627-82-7	42953		
1073	dihomo-linoleate (20:2n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	17805	LC/MS Neg	1231	5730	307.26425	2091-39-6	6439848	C16525	HMDB05060
1068	dihomo-linolenate (20:3n3 or n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	35718	LC/MS Neg	100001739	5596	305.2486	17046-59-2	5280581	C03242	HMDB02925
3008	dihydroferulic acid	Xenobiotics	Food Component/Plant	40481	LC/MS Neg	100003432	1928	195.06628	1135-23-5	14340		
2579	dihydroorotate	Nucleotide	Pyrimidine Metabolism, Orotate containing	601	LC/MS Polar	923	1910.1	157.02548	155-54-4	648	C00337	HMDB03349
340	dimethylarginine (SDMA + ADMA)	Amino Acid	Urea cycle; Arginine and Proline Metabolism	36808	LC/MS Pos	100001810	810	203.15026	102783-24-4	123831	C03626	HMDB01539
5	dimethylglycine	Amino Acid	Glycine, Serine and Threonine Metabolism	5086	LC/MS Pos	806	719.4	104.07061	1118-68-9	673	C01026	HMDB00092
1072	docosadienoate (22:2n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	32415	LC/MS Neg	100001182	6034	335.29555	7370-49-2	5282807	C16533	HMDB61714
1161	docosadioate	Lipid	Fatty Acid, Dicarboxylate	39837	LC/MS Neg	100002952	5291.8	369.30103	505-56-6	244872		
1060	docosahexaenoate (DHA; 22:6n3)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	44675	LC/MS Neg	100000665	5525	327.23295	6217-54-5	445580	C06429	HMDB02183
1059	docosapentaenoate (n3 DPA; 22:5n3)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	32504	LC/MS Neg	100001181	5571	329.2486	2234-74-4	6441454	C16513	HMDB01976
1071	docosapentaenoate (n6 DPA; 22:5n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	37478	LC/MS Neg	100001580	5624.5	329.2486	25182-74-5	6441454	C16513	HMDB01976
1061	docosatrienoate (22:3n3)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	32417	LC/MS Neg	100001195	5823	333.2799	59708-86-0	5312556	C16534	HMDB02823
1156	dodecanedioate	Lipid	Fatty Acid, Dicarboxylate	32388	LC/MS Neg	100001102	2990	229.14453	693-23-2	12736	C02678	HMDB00623
185	dopamine sulfate (1)	Amino Acid	Phenylalanine and Tyrosine Metabolism	48406	LC/MS Neg	100006360	1511	232.02848				
186	dopamine sulfate (2)	Amino Acid	Phenylalanine and Tyrosine Metabolism	48407	LC/MS Neg	100006361	1556.2	232.02845				
788	DSGEGDFXAEGGGVR*	Peptide	Fibrinogen Cleavage Peptide	31548	LC/MS Pos	100001323	3397.9	733.33133				
1160	eicosanodioate	Lipid	Fatty Acid, Dicarboxylate	39831	LC/MS Neg	100002951	5200.9	341.26973	2424-92-2	75502		
1058	eicosapentaenoate (EPA; 20:5n3)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	18467	LC/MS Neg	2050	5450	301.2173	10-2005-9;10417-94-4	446284	C06428	HMDB01999
1043	eicosenoate (20:1)	Lipid	Long Chain Fatty Acid	33587	LC/MS Neg	100001335	5950	309.2799		5282768		HMDB02231
1842	epiandrosterone sulfate	Lipid	Steroid	33973	LC/MS Neg	100001287	4855	369.17411	22229-22-7		C07635	HMDB00365
3017	ergothioneine	Xenobiotics	Food Component/Plant	37459	LC/MS Neg	100002154	821	228.08122	58511-63-0	3032311	C05570	HMDB03045
1191	erucamide	Lipid	Fatty Acid, Amide	35177	LC/MS Pos	100001444	6335	338.34175	112-84-5	5365371		
1047	erucate (22:1n9)	Lipid	Long Chain Fatty Acid	1552	LC/MS Neg	1087	6355.6	337.3112	112-86-7	5281116	C08316	HMDB02068
3019	erythritol	Xenobiotics	Food Component/Plant	20699	GC/MS	100000846	1517.5	217	149-32-6	222285	C00503	HMDB02994
979	erythronate*	Carbohydrate	Aminosugar Metabolism	42420	LC/MS Polar	100001320	2186	135.02989	88759-55-1	2781043		HMDB00613
1889	estriol	Lipid	Steroid	17662	LC/MS Neg	100000041	4291	287.16527	50-27-1	5756	C05141	HMDB00153
1890	estriol 3-sulfate	Lipid	Steroid	21294	LC/MS Neg	100000701	3380	367.12208	50-27-1		C05141	HMDB00153
1907	estriol-3-glucuronide	Lipid	Steroid	47108	LC/MS Pos	100002850	3150	482.23846	2479-91-6	160638		
1877	estrone	Lipid	Steroid	1571	LC/MS Neg	1127	5144	269.1547	53-16-7	5870	C00468	HMDB00145
1878	estrone 3-sulfate	Lipid	Steroid	18474	LC/MS Neg	1230	4417.3	349.11152	438-67-5	3001028	C02538	HMDB01425
1432	ethanolamine	Lipid	Phospholipid Metabolism	1497	GC/MS	420	1304	174.1	141-43-5	700	C00189	HMDB00149
3636	ethyl paraben sulfate	Xenobiotics	Chemical	48463	LC/MS Neg	100006271	3445	245.01253	162338-11-6			
278	ethylmalonate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	15765	LC/MS Polar	2054	2785	131.03498	601-75-2	11756		HMDB00622
1898	etiocholanolone glucuronide	Lipid	Steroid	47112	LC/MS Neg	100005403	4915	465.24939	9/3/02			
3178	eugenol sulfate	Xenobiotics	Food Component/Plant	48715	LC/MS Neg	100006171	3782	243.03326	95480-60-7	180632		
3327	famotidine	Xenobiotics	Drug	42613	LC/MS Pos	100003964	1990	338.05221	76824-35-6	5702160	D00318	HMDB01919
3022	ferulic acid 4-sulfate	Xenobiotics	Food Component/Plant	47114	LC/MS Neg	100005389	1225	273.00744	86321-29-1	6305574		HMDB29200
3332	fluvoxamine	Xenobiotics	Drug	40456	LC/MS Pos	100003443	4414	319.16279	54739-18-3	5324346	C07571	
906	fructose	Carbohydrate	Fructose, Mannose and Galactose Metabolism	577	LC/MS Polar	878	2022.2	179.05611	57-48-7	5984	C00095	HMDB00660
995	fumarate	Energy	TCA Cycle	1643	LC/MS Polar	330	3084	115.00368	100-17-8	444972	C00122	HMDB00134
930	galactonate	Carbohydrate	Fructose, Mannose and Galactose Metabolism	27719	LC/MS Polar	100001026	3085	195.05102	299-28-5	128869	C00880	HMDB00565
2691	gamma-CEHC	Cofactors and Vitamins	Tocopherol Metabolism	44876	LC/MS Neg	100002094	3843	263.12888	178167-75-4	133098		HMDB01931
2692	gamma-CEHC glucuronide*	Cofactors and Vitamins	Tocopherol Metabolism	42381	LC/MS Neg	100004243	2500	439.16097				
412	gamma-glutamyl-2-aminobutyrate	Peptide	Gamma-glutamyl Amino Acid	37092	LC/MS Pos	100001502	1580	233.1132				
397	gamma-glutamylalanine	Peptide	Gamma-glutamyl Amino Acid	37063	LC/MS Pos	100001843	1116	219.09755	5875-41-2	440103		HMDB29142
405	gamma-glutamyl-epsilon-lysine	Peptide	Gamma-glutamyl Amino Acid	33934	LC/MS Pos	100001262	760	276.1554	17105-15-6	65254;14284565		HMDB03869
399	gamma-glutamylglutamate	Peptide	Gamma-glutamyl Amino Acid	36738	LC/MS Pos	331	1045	277.10303	1116-22-9	92865	C05282	HMDB11737
400	gamma-glutamylglutamine	Peptide	Gamma-glutamyl Amino Acid	2730	LC/MS Pos	1140	817.9	276.11902	10148-81-9	150914	C05283	HMDB11738
403	gamma-glutamylisoleucine*	Peptide	Gamma-glutamyl Amino Acid	34456	LC/MS Pos	100001485	2661	261.1445		14253342		HMDB11170
404	gamma-glutamylleucine	Peptide	Gamma-glutamyl Amino Acid	18369	LC/MS Pos	1268	2757.2	261.1445	2566-39-4	151023		HMDB11171
406	gamma-glutamylmethionine	Peptide	Gamma-glutamyl Amino Acid	44872	LC/MS Pos	100001313	2016.5	279.10092	17663-87-5	7009567		HMDB29155
407	gamma-glutamylphenylalanine	Peptide	Gamma-glutamyl Amino Acid	33422	LC/MS Pos	100000491	2865	295.12885	7432-24-8	111299		HMDB00594
408	gamma-glutamylthreonine*	Peptide	Gamma-glutamyl Amino Acid	33364	LC/MS Pos	100001314	996.6	249.10812	5652-48-2			HMDB29159
409	gamma-glutamyltryptophan	Peptide	Gamma-glutamyl Amino Acid	33947	LC/MS Pos	100001295	3035	334.13975	66471-20-3	3989307		HMDB29160
410	gamma-glutamyltyrosine	Peptide	Gamma-glutamyl Amino Acid	2734	LC/MS Pos	1102	2080.4	311.12377	7432-23-7	94340		HMDB11741
411	gamma-glutamylvaline	Peptide	Gamma-glutamyl Amino Acid	43829	LC/MS Pos	100001126	2045	247.12885	2746-34-1	7015683		HMDB11172
2688	gamma-tocopherol	Cofactors and Vitamins	Tocopherol Metabolism	33420	GC/MS	100001308	2264	488.4	54-28-4	14986	C02483	HMDB01492
164	gentisate	Amino Acid	Phenylalanine and Tyrosine Metabolism	18280	LC/MS Neg	100000447	1459.8	153.01933	490-79-9	3469	C00628	HMDB00152
2951	gluconate	Xenobiotics	Food Component/Plant	587	LC/MS Polar	338	2922	195.05102	527-07-1	10690	C00257	HMDB00625
802	glucose	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	48152	LC/MS Polar	572	2342	225.06159	50-99-7	79025	C00031	HMDB00122
956	glucuronate	Carbohydrate	Aminosugar Metabolism	15443	LC/MS Polar	100000257	3233.3	193.03537	207300-70-7	444791	C00191	HMDB00127
38	glutamate	Amino Acid	Glutamate Metabolism	57	LC/MS Pos	561	710	148.06044	56-86-0	611	C00025	HMDB00148
39	glutamine	Amino Acid	Glutamate Metabolism	53	LC/MS Pos	563	680	147.07642	56-85-9	5961	C00064	HMDB00641
526	glutamine-leucine	Peptide	Dipeptide	42994	LC/MS Pos	100003160	2195	260.16049				
83	glutarate (pentanedioate)	Amino Acid	Lysine Metabolism	396	LC/MS Polar	339	2900	131.03498	110-94-1	743	C00489	HMDB00661
84	glutarylcarnitine (C5)	Amino Acid	Lysine Metabolism	44664	LC/MS Pos	100001593	1583.3	276.14417	102636-82-8	71464488		HMDB13130
