PATHWAY SORTORDER	BIOCHEMICAL	SUPER PATHWAY	SUB PATHWAY	COMP ID	PLATFORM	CHEMICAL ID	RI	MASS	CAS	PUBCHEM	KEGG	                                      Group HMDB
1238	5-hydroxyhexanoate	Lipid	Fatty Acid, Monohydroxy	31938	LC/MS Neg	100001148	1267	131.07136	44843-89-2	170748		HMDB00525
216	5-hydroxyindoleacetate	Amino Acid	Tryptophan Metabolism	437	LC/MS Pos	71	2559.9	192.06552	54-16-0	1826	C05635	HMDB00763
362	5-methylthioadenosine (MTA)	Amino Acid	Polyamine Metabolism	1419	LC/MS Pos	212	2444.9	298.09684	2457-80-9	439176	C00170	HMDB01173
2447	5-methyluridine (ribothymidine)	Nucleotide	Pyrimidine Metabolism, Uracil containing	35136	LC/MS Neg	100001446	1778.1	257.07791	1463-10-1	445408		HMDB00884
381	5-oxoproline	Amino Acid	Glutathione Metabolism	1494	LC/MS Neg	1021	738.5	128.03531	98-79-3	7405	C01879	HMDB00267
1663	5-pregnen-3b, 17-diol-20-one 3-sulfate	Lipid	Steroid	37482	LC/MS Neg	100002128	4800	411.18468	28901-70-4	152971		HMDB00416
3103	6-oxopiperidine-2-carboxylic acid	Xenobiotics	Drug	43231	LC/MS Pos	100004499	1826.6	144.06552	34622-39-4	3014237		
1613	7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)	Lipid	Sterol	36776	LC/MS Neg	100001609	5288.1	429.30103	115538-85-7	3081085	C17337	HMDB12458
2415	7-methylguanine	Nucleotide	Purine Metabolism, Guanine containing	35114	LC/MS Pos	100001456	1395.6	166.07234	578-76-7	11361	C02242	HMDB00897
2671	7-methylxanthine	Xenobiotics	Xanthine Metabolism	34390	LC/MS Pos	100001396	1813.9	167.05636	552-62-5	68374	C16353	HMDB01991
1261	9,10-DiHOME	Lipid	Fatty Acid, Dihydroxy	38399	LC/MS Neg	179	5180	313.23843	263399-34-4	9966640	C14828	HMDB04704
1328	9-HETE	Lipid	Eicosanoid	46301	LC/MS Neg	100002168	5341	319.22786		5312978		HMDB10222
1195	acetylcarnitine	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	32198	LC/MS Pos	100000802	1166.9	204.12304	5080-50-2	1	C02571	HMDB00201
358	acisoga	Amino Acid	Polyamine Metabolism	43258	LC/MS Pos	100004541	2290	185.12846	106692-36-8	129397		
2380	adenine	Nucleotide	Purine Metabolism, Adenine containing	554	LC/MS Pos	880	1002	136.06178	73-24-5	190	C00147	HMDB00034
2379	adenosine	Nucleotide	Purine Metabolism, Adenine containing	555	LC/MS Neg	798	2075.4	134.0472	58-61-7	60961	C00212	HMDB00050
1028	adrenate (22:4n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	32980	LC/MS Neg	100001193	5678	331.26425	2091-25-0	5497181	C16527	HMDB02226
24	alanine	Amino Acid	Alanine and Aspartate Metabolism	1126	LC/MS Pos	811	696	90.05496	56-41-7	5950	C00041	HMDB00161
2367	allantoin	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	1107	LC/MS Polar	1002	1672	157.03671	97-59-6	204	C02350	HMDB00462
2807	alliin	Xenobiotics	Food Component/Plant	41494	LC/MS Pos	100003473	1032	178.05324	556-27-4	87310	C08265	HMDB33592
265	allo-isoleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	46552	GC/MS	100005840	1325	158.1		6950182;99288		
2544	alpha-CEHC glucuronide*	Cofactors and Vitamins	Tocopherol Metabolism	39346	LC/MS Neg	100003101	2616	453.17662	477200-36-5			
2545	alpha-CEHC sulfate	Cofactors and Vitamins	Tocopherol Metabolism	47666	LC/MS Neg	100005972	3090	357.10134				
1222	alpha-hydroxycaproate	Lipid	Fatty Acid, Monohydroxy	37073	LC/MS Neg	100001723	1920	131.07136	6064-63-7	99824		HMDB01624
283	alpha-hydroxyisocaproate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	22132	LC/MS Neg	100000706	1840	131.07136	10303-64-7	83697	C03264	HMDB00746
254	alpha-hydroxyisovalerate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	33937	LC/MS Neg	100001300	1126	117.05571	600-37-3	99823		HMDB00407
300	alpha-ketobutyrate	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	4968	LC/MS Polar	796	940	101.02442	600-18-0	58	C00109	HMDB00005
951	alpha-ketoglutarate	Energy	TCA Cycle	528	LC/MS Polar	93	2700	145.01425	305-72-6;328-50-7;22202-68-2	51	C00026	HMDB00208
2534	alpha-tocopherol	Cofactors and Vitamins	Tocopherol Metabolism	1561	GC/MS	1105	2305.4	502.5	59-02-9;10191-41-0	14985	C02477	HMDB01893
1730	andro steroid monosulfate (1)*	Lipid	Steroid	32827	LC/MS Neg	100002152	3871	383.1534			C04555	HMDB02759
1700	androsterone sulfate	Lipid	Steroid	31591	LC/MS Neg	100001073	5022	369.17411	2479-86-9	159663		HMDB02759
807	arabinose	Carbohydrate	Pentose Metabolism	575	GC/MS	828	1631.6	217	28697-53-2	66308	C00216	HMDB00646
812	arabitol	Carbohydrate	Pentose Metabolism	38075	GC/MS	100000012	1687.5	307.1	7643-75-6	94154	C01904	HMDB01851
2531	arabonate	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	37516	GC/MS	100001937	1736	292.1	7643-75-7	122045	C00878	HMDB00539
999	arachidate (20:0)	Lipid	Long Chain Fatty Acid	1118	LC/MS Neg	893	6295	311.29555	506-30-9	10467	C06425	HMDB02212
1027	arachidonate (20:4n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	1110	LC/MS Neg	229	5535	303.23295	506-32-1	444899	C00219	HMDB01043
1588	arachidoyl sphingomyelin*	Lipid	Sphingolipid Metabolism	48490	LC/MS Polar	100006290	913	803.62837				
321	arginine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1638	LC/MS Pos	231	700	175.11896	1119-34-2	232	C00062	HMDB00517
2528	ascorbate (Vitamin C)	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	1640	GC/MS	233	1850.1	332.1	134-03-2		C00072	HMDB00044
29	asparagine	Amino Acid	Alanine and Aspartate Metabolism	512	LC/MS Polar	917	2951.1	131.04621	70-47-3	6267	C00152	HMDB00168
27	aspartate	Amino Acid	Alanine and Aspartate Metabolism	443	LC/MS Polar	234	3500	132.03023	56-84-8	5960	C00049	HMDB00191
3116	atenolol	Xenobiotics	Drug	38658	LC/MS Pos	100002726	1994	267.17032	29122-68-7	2249	D00235	HMDB01924
1110	azelate (nonanedioate)	Lipid	Fatty Acid, Dicarboxylate	18362	LC/MS Neg	2029	1276	187.09758	123-99-9	2266	C08261	HMDB00784
1005	behenate (22:0)	Lipid	Long Chain Fatty Acid	12125	GC/MS	314	2143	397.4	112-85-6	8215	C08281	HMDB00944
2609	benzoate	Xenobiotics	Benzoate Metabolism	15778	LC/MS Neg	100000008	1750	121.0295	65-85-0	243	C00180	HMDB01870
2461	beta-alanine	Nucleotide	Pyrimidine Metabolism, Uracil containing	55	GC/MS	244	1451.8	174	56-41-7;107-95-9	239	C00099	HMDB00056
246	beta-hydroxyisovalerate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	12129	LC/MS Neg	1442	1027	117.05572	625-08-1	69362		HMDB00754
247	beta-hydroxyisovaleroylcarnitine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	35433	LC/MS Pos	100001594	1701	262.1649	99159-87-2			
6	betaine	Amino Acid	Glycine, Serine and Threonine Metabolism	3141	LC/MS Pos	799	734	118.08626	107-43-7	247	C00719	HMDB00043
2536	beta-tocopherol	Cofactors and Vitamins	Tocopherol Metabolism	35702	GC/MS	100001641	2260	488.3	148-03-8	6857447	C14152	HMDB06335
2794	betonicine	Xenobiotics	Food Component/Plant	38100	LC/MS Pos	100002153	720	160.09682	515-25-3	164642	C08269	HMDB29412
2570	bilirubin (E,E)*	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	32586	LC/MS Neg	100001950	4294	583.2562	114-25-0	5315454		
2569	bilirubin (Z,Z)	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	43807	LC/MS Neg	1090	4796.2	583.2562	635-65-4	5280352	C00486	HMDB00054
2572	biliverdin	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	2137	LC/MS Neg	250	4695.6	581.24056	55482-27-4;55482-27-4	5353439	C00500	HMDB01008
717	bradykinin	Peptide	Polypeptide	22154	LC/MS Pos	100000967	2996.8	530.78798	58-82-2	439201	C00306	HMDB04246
719	bradykinin, des-arg(9)	Peptide	Polypeptide	34420	LC/MS Pos	100001292	3444.1	452.73742	15958-92-6	105044	C00306	HMDB04246
1178	butyrylcarnitine	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	32412	LC/MS Pos	100001054	1977	232.15434	25576-40-3	439829	C02862	HMDB02013
1179	butyrylglycine	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	31850	LC/MS Neg	100001151	1470	144.06661	20208-73-5	88412		HMDB00808
2659	caffeine	Xenobiotics	Xanthine Metabolism	569	LC/MS Pos	849	2819	195.08766	58-08-2	2519	C07481	HMDB01847
1626	campesterol	Lipid	Sterol	39511	GC/MS	100001269	2353	343.4	474-62-4	173183	C01789	HMDB02869
974	caprate (10:0)	Lipid	Medium Chain Fatty Acid	1642	LC/MS Neg	888	5090.7	171.13905	112-37-8	2969	C01571	HMDB00511
972	caprylate (8:0)	Lipid	Medium Chain Fatty Acid	32492	LC/MS Neg	932	4362	143.10775	124-07-2	379	C06423	HMDB00482
3128	carbamazepine	Xenobiotics	Drug	37033	LC/MS Pos	100001933	4505	237.10224	298-46-4	2554	D00252	HMDB14704
3129	carbamazepine 10,11-epoxide*	Xenobiotics	Drug	37020	LC/MS Pos	100002321	3977	253.09716	36507-30-9	2555	C07496	HMDB60658
3130	carbamazepine glucuronide*	Xenobiotics	Drug	37056	LC/MS Pos	100002322	4166	413.13433				
3084	carboxyibuprofen	Xenobiotics	Drug	43333	LC/MS Neg	100004171	1920	235.09758	15935-54-3	10444113		
1214	carnitine	Lipid	Carnitine Metabolism	15500	LC/MS Pos	100000007	688.9	162.11247	461-05-2	10917	C00318	HMDB00062
2626	catechol sulfate	Xenobiotics	Benzoate Metabolism	35320	LC/MS Neg	100001605	1906	188.98631	4918-96-1	3083879	C00090	HMDB59724
232	C-glycosyltryptophan	Amino Acid	Tryptophan Metabolism	48782	LC/MS Pos	100006379	1907	367.14998	180509-18-6	10981970		
1771	chenodeoxycholate	Lipid	Primary Bile Acid Metabolism	1563	LC/MS Neg	1123	5264	391.28538	474-24-9;474-25-9	10133	C02528	HMDB00518
1357	chiro-inositol	Lipid	Inositol Metabolism	37112	LC/MS Polar	100001859	3191.2	225.06159	643-12-9		C19891	HMDB34220
1768	cholate	Lipid	Primary Bile Acid Metabolism	22842	LC/MS Neg	136	5165	407.28029	81-25-4	221493	C00695	HMDB00619
1603	cholesterol	Lipid	Sterol	63	GC/MS	266	2316.9	329.3	57-88-5	11025495	C00187	HMDB00067
1383	choline	Lipid	Phospholipid Metabolism	15506	LC/MS Pos	1256	675	104.10699	67-48-1	305	C00114	HMDB00097
3135	cimetidine	Xenobiotics	Drug	42592	LC/MS Neg	100004011	3176	251.10844	51481-61-9			
2838	cinnamoylglycine	Xenobiotics	Food Component/Plant	38637	LC/MS Neg	100002253	3127	204.06661	16534-24-0	709625		HMDB11621
1203	cis-4-decenoyl carnitine	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	38178	LC/MS Pos	100002259	4468	314.23259	98930-66-6			
60	cis-urocanate	Amino Acid	Histidine Metabolism	40410	LC/MS Neg	100003425	1200	137.03565	7699-35-6	1549103		
992	cis-vaccenate (18:1n7)	Lipid	Long Chain Fatty Acid	33970	GC/MS	100001228	1987	339.3	506-17-2	5282761	C08367	HMDB03231
946	citrate	Energy	TCA Cycle	1564	LC/MS Neg	1124	582	191.01973	77-92-9	311	C00158	HMDB00094
325	citrulline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	2132	LC/MS Pos	391	730.3	176.10297	372-75-8	9750	C00327	HMDB00904
1686	corticosterone	Lipid	Steroid	5983	LC/MS Neg	272	5040	345.20713	50-22-6	5753	C02140	HMDB01547
1684	cortisol	Lipid	Steroid	1712	LC/MS Pos	356	4561.9	363.2166	50-23-7	5754	C00735	HMDB00063
1689	cortisone	Lipid	Steroid	1769	LC/MS Pos	273	4407.9	361.20095	53-06-5	222786	C00762	HMDB02802
2675	cotinine	Xenobiotics	Tobacco Metabolite	553	LC/MS Pos	848	1525.2	177.10224	486-56-6	854019		HMDB01046
2677	cotinine N-oxide	Xenobiotics	Tobacco Metabolite	38662	LC/MS Pos	100002719	1758	193.09716	36508-80-2	9815514		HMDB01411
349	creatine	Amino Acid	Creatine Metabolism	27718	LC/MS Pos	1221	771	132.07676	57-00-1	586	C00300	HMDB00064
350	creatinine	Amino Acid	Creatine Metabolism	513	LC/MS Pos	275	730.8	114.06619	60-27-5	588	C00791	HMDB00562
380	cys-gly, oxidized	Amino Acid	Glutathione Metabolism	18368	LC/MS Neg	1224	925	353.0595	7729-20-6	333293		
304	cysteine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	31453	GC/MS	800	1560.1	218	52-90-4;56-89-3	5862	C00097	HMDB00574
309	cysteine s-sulfate	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	22176	LC/MS Neg	100000808	640.9	199.96928	1637-71-4	115015	C05824	HMDB00731
376	cysteine-glutathione disulfide	Amino Acid	Glutathione Metabolism	35159	LC/MS Pos	100001437	824	214.05123	13081-14-6	4247235		HMDB00656
306	cystine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	56	LC/MS Neg	279	665	239.01657	56-89-3	67678	C00491	HMDB00192
2469	cytidine	Nucleotide	Pyrimidine Metabolism, Cytidine containing	514	LC/MS Neg	827	1325	242.07824	65-46-3	6175	C00475	HMDB00089
1201	decanoylcarnitine	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	33941	LC/MS Pos	100001251	4700	316.24824	1492-27-9	10245190		HMDB00651
1694	dehydroisoandrosterone sulfate (DHEA-S)	Lipid	Steroid	32425	LC/MS Neg	100000792	4745	367.15846	651-48-9	12594	C04555	HMDB01032
1213	deoxycarnitine	Lipid	Carnitine Metabolism	36747	LC/MS Pos	100001662	742.4	146.11756	6249-56-5	134	C01181	HMDB01161
1779	deoxycholate	Lipid	Secondary Bile Acid Metabolism	1114	LC/MS Neg	302	5294	391.28538	83-44-3	222528	C04483	HMDB00626
3146	desmethylnaproxen	Xenobiotics	Drug	46331	LC/MS Neg	100001787	3045	215.07136	52079-10-4			
3147	desmethylnaproxen sulfate	Xenobiotics	Drug	46106	LC/MS Neg	100001788	2276	295.02818		184679		
1031	dihomo-linoleate (20:2n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	17805	LC/MS Neg	1231	5730	307.26425	2091-39-6	6439848	C16525	HMDB05060
1026	dihomo-linolenate (20:3n3 or n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	35718	LC/MS Neg	100001739	5596	305.2486	17046-59-2	5280581	C03242	HMDB02925
2855	dihydroferulic acid	Xenobiotics	Food Component/Plant	40481	LC/MS Neg	100003432	1928	195.06628	1135-23-5	14340		
2431	dihydroorotate	Nucleotide	Pyrimidine Metabolism, Orotate containing	601	LC/MS Polar	923	1910.1	157.02548	155-54-4	648	C00337	HMDB03349
3398	dimethyl sulfone	Xenobiotics	Chemical	43424	LC/MS Pos	100004284	1035	95.01613	67-71-0	6213	C11142	HMDB04983
332	dimethylarginine (SDMA + ADMA)	Amino Acid	Urea cycle; Arginine and Proline Metabolism	36808	LC/MS Pos	100001810	810	203.15026	102783-24-4	123831	C03626	HMDB01539
5	dimethylglycine	Amino Acid	Glycine, Serine and Threonine Metabolism	5086	LC/MS Pos	806	719.4	104.07061	1118-68-9	673	C01026	HMDB00092
1030	docosadienoate (22:2n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	32415	LC/MS Neg	100001182	6034	335.29555	7370-49-2	5282807	C16533	HMDB61714
1018	docosahexaenoate (DHA; 22:6n3)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	44675	LC/MS Neg	100000665	5525	327.23295	6217-54-5	445580	C06429	HMDB02183
1017	docosapentaenoate (n3 DPA; 22:5n3)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	32504	LC/MS Neg	100001181	5571	329.2486	2234-74-4	6441454	C16513	HMDB01976
1029	docosapentaenoate (n6 DPA; 22:5n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	37478	LC/MS Neg	100001580	5624.5	329.2486	25182-74-5	6441454	C16513	HMDB01976
1019	docosatrienoate (22:3n3)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	32417	LC/MS Neg	100001195	5823	333.2799	59708-86-0	5312556	C16534	HMDB02823
1114	dodecanedioate	Lipid	Fatty Acid, Dicarboxylate	32388	LC/MS Neg	100001102	2990	229.14453	693-23-2	12736	C02678	HMDB00623
182	dopamine sulfate (1)	Amino Acid	Phenylalanine and Tyrosine Metabolism	48406	LC/MS Neg	100006360	1511	232.02848				
183	dopamine sulfate (2)	Amino Acid	Phenylalanine and Tyrosine Metabolism	48407	LC/MS Neg	100006361	1556.2	232.02845				
1118	eicosanodioate	Lipid	Fatty Acid, Dicarboxylate	39831	LC/MS Neg	100002951	5200.9	341.26973	2424-92-2	75502		
1016	eicosapentaenoate (EPA; 20:5n3)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	18467	LC/MS Neg	2050	5450	301.2173	10-2005-9;10417-94-4	446284	C06428	HMDB01999
1002	eicosenoate (20:1n9 or 11)	Lipid	Long Chain Fatty Acid	33587	LC/MS Neg	100001335	5950	309.2799		5282768		HMDB02231
1585	eicosenoyl sphingomyelin*	Lipid	Sphingolipid Metabolism	48491	LC/MS Polar	100006292	905	801.61272	222403-67-0			
1697	epiandrosterone sulfate	Lipid	Steroid	33973	LC/MS Neg	100001287	4855	369.17411	22229-22-7		C07635	HMDB00365
2864	ergothioneine	Xenobiotics	Food Component/Plant	37459	LC/MS Neg	100002154	821	228.08122	58511-63-0	3032311	C05570	HMDB03045
1006	erucate (22:1n9)	Lipid	Long Chain Fatty Acid	1552	LC/MS Neg	1087	6355.6	337.3112	112-86-7	5281116	C08316	HMDB02068
2866	erythritol	Xenobiotics	Food Component/Plant	20699	GC/MS	100000846	1517.5	217	149-32-6	222285	C00503	HMDB02994
939	erythronate*	Carbohydrate	Aminosugar Metabolism	42420	LC/MS Polar	100001320	2186	135.02989	88759-55-1	2781043		HMDB00613
3159	escitalopram	Xenobiotics	Drug	40459	LC/MS Pos	100003444	3880	325.17107	219861-08-2	146570		HMDB05028
1733	estrone 3-sulfate	Lipid	Steroid	18474	LC/MS Neg	1230	4417.3	349.11152	438-67-5	3001028	C02538	HMDB01425
1389	ethanolamine	Lipid	Phospholipid Metabolism	1497	GC/MS	420	1304	174.1	141-43-5	700	C00189	HMDB00149
3459	ethyl paraben sulfate	Xenobiotics	Chemical	48463	LC/MS Neg	100006271	3445	245.01253	162338-11-6			
275	ethylmalonate	Amino Acid	Leucine, Isoleucine and Valine Metabolism	15765	LC/MS Polar	2054	2785	131.03498	601-75-2	11756		HMDB00622
1753	etiocholanolone glucuronide	Lipid	Steroid	47112	LC/MS Neg	100005403	4915	465.24939	9/3/02			
3024	eugenol sulfate	Xenobiotics	Food Component/Plant	48715	LC/MS Neg	100006171	3782	243.03326	95480-60-7	180632		
1587	euricoyl sphingomyelin*	Lipid	Sphingolipid Metabolism	48493	LC/MS Polar	100006295	910	829.64402				
2869	ferulic acid 4-sulfate	Xenobiotics	Food Component/Plant	47114	LC/MS Neg	100005389	1225	273.00744	86321-29-1	6305574		HMDB29200
3163	fexofenadine	Xenobiotics	Drug	42021	LC/MS Pos	100004018	4320	502.29519	83799-24-0	3348	C06999	HMDB05030
868	fructose	Carbohydrate	Fructose, Mannose and Galactose Metabolism	577	LC/MS Polar	878	2022.2	179.05611	57-48-7	5984	C00095	HMDB00660
955	fumarate	Energy	TCA Cycle	1643	LC/MS Polar	330	3084	115.00368	100-17-8	444972	C00122	HMDB00134
3170	gabapentin	Xenobiotics	Drug	38686	LC/MS Pos	100002806	2515	172.13321	60142-96-3	3446;6919078	D00332	HMDB05015
892	galactonate	Carbohydrate	Fructose, Mannose and Galactose Metabolism	27719	LC/MS Polar	100001026	3085	195.05102	299-28-5	128869	C00880	HMDB00565
2542	gamma-CEHC	Cofactors and Vitamins	Tocopherol Metabolism	44876	LC/MS Neg	100002094	3843	263.12888	178167-75-4	133098		HMDB01931
2543	gamma-CEHC glucuronide*	Cofactors and Vitamins	Tocopherol Metabolism	42381	LC/MS Neg	100004243	2500	439.16097				
404	gamma-glutamyl-2-aminobutyrate	Peptide	Gamma-glutamyl Amino Acid	37092	LC/MS Pos	100001502	1580	233.1132				
389	gamma-glutamylalanine	Peptide	Gamma-glutamyl Amino Acid	37063	LC/MS Pos	100001843	1116	219.09755	5875-41-2	440103		HMDB29142
391	gamma-glutamylglutamate	Peptide	Gamma-glutamyl Amino Acid	36738	LC/MS Pos	331	1045	277.10303	1116-22-9	92865	C05282	HMDB11737
392	gamma-glutamylglutamine	Peptide	Gamma-glutamyl Amino Acid	2730	LC/MS Pos	1140	817.9	276.11902	10148-81-9	150914	C05283	HMDB11738
395	gamma-glutamylisoleucine*	Peptide	Gamma-glutamyl Amino Acid	34456	LC/MS Pos	100001485	2661	261.1445		14253342		HMDB11170
396	gamma-glutamylleucine	Peptide	Gamma-glutamyl Amino Acid	18369	LC/MS Pos	1268	2757.2	261.1445	2566-39-4	151023		HMDB11171
397	gamma-glutamyllysine	Peptide	Gamma-glutamyl Amino Acid	33934	LC/MS Pos	100001262	760	276.1554	17105-15-6	65254;14284565		HMDB03869
398	gamma-glutamylmethionine	Peptide	Gamma-glutamyl Amino Acid	44872	LC/MS Pos	100001313	2016.5	279.10092	17663-87-5	7009567		HMDB29155
399	gamma-glutamylphenylalanine	Peptide	Gamma-glutamyl Amino Acid	33422	LC/MS Pos	100000491	2865	295.12885	7432-24-8	111299		HMDB00594
400	gamma-glutamylthreonine*	Peptide	Gamma-glutamyl Amino Acid	33364	LC/MS Pos	100001314	996.6	249.10812	5652-48-2			HMDB29159
401	gamma-glutamyltryptophan	Peptide	Gamma-glutamyl Amino Acid	33947	LC/MS Pos	100001295	3035	334.13975	66471-20-3	3989307		HMDB29160
402	gamma-glutamyltyrosine	Peptide	Gamma-glutamyl Amino Acid	2734	LC/MS Pos	1102	2080.4	311.12377	7432-23-7	94340		HMDB11741
403	gamma-glutamylvaline	Peptide	Gamma-glutamyl Amino Acid	43829	LC/MS Pos	100001126	2045	247.12885	2746-34-1	7015683		HMDB11172
2539	gamma-tocopherol	Cofactors and Vitamins	Tocopherol Metabolism	33420	GC/MS	100001308	2264	488.4	54-28-4	14986	C02483	HMDB01492
161	gentisate	Amino Acid	Phenylalanine and Tyrosine Metabolism	18280	LC/MS Neg	100000447	1459.8	153.01933	490-79-9	3469	C00628	HMDB00152
2798	gluconate	Xenobiotics	Food Component/Plant	587	LC/MS Polar	338	2922	195.05102	527-07-1	10690	C00257	HMDB00625
764	glucose	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	48152	LC/MS Polar	572	2342	225.06159	50-99-7	79025	C00031	HMDB00122
916	glucuronate	Carbohydrate	Aminosugar Metabolism	15443	LC/MS Polar	100000257	3233.3	193.03537	207300-70-7	444791	C00191	HMDB00127
37	glutamate	Amino Acid	Glutamate Metabolism	57	LC/MS Pos	561	710	148.06044	56-86-0	611	C00025	HMDB00148
38	glutamine	Amino Acid	Glutamate Metabolism	53	LC/MS Pos	563	680	147.07642	56-85-9	5961	C00064	HMDB00641
488	glutamine-leucine	Peptide	Dipeptide	42994	LC/MS Pos	100003160	2195	260.16049				
81	glutarate (pentanedioate)	Amino Acid	Lysine Metabolism	396	LC/MS Polar	339	2900	131.03498	110-94-1	743	C00489	HMDB00661
82	glutarylcarnitine (C5)	Amino Acid	Lysine Metabolism	44664	LC/MS Pos	100001593	1583.3	276.14417	102636-82-8	71464488		HMDB13130
784	glycerate	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	1572	LC/MS Polar	1052	2070.4	105.01933	600-19-1	752	C00258	HMDB00139
1524	glycerol	Lipid	Glycerolipid Metabolism	15122	LC/MS Neg	1254	758	91.04007	56-81-5	753	C00116	HMDB00131
1525	glycerol 3-phosphate (G3P)	Lipid	Glycerolipid Metabolism	15365	GC/MS	100000258	1719.7	357.1	29849-82-9	754	C00093	HMDB00126
1392	glycerophosphoethanolamine	Lipid	Phospholipid Metabolism	37455	LC/MS Polar	100001620	3075	214.04859	33049-08-0	123874	C01233	HMDB00114
1386	glycerophosphorylcholine (GPC)	Lipid	Phospholipid Metabolism	15990	LC/MS Pos	100000269	709.9	258.1101	28319-77-9	71920	C00670	HMDB00086
1	glycine	Amino Acid	Glycine, Serine and Threonine Metabolism	58	LC/MS Pos	340	700	263.14662	56-40-6	750	C00037	HMDB00123
1772	glycochenodeoxycholate	Lipid	Primary Bile Acid Metabolism	32346	LC/MS Neg	1628	5236.1	448.30684	16564-43-5	12544	C05466	HMDB00637
1769	glycocholate	Lipid	Primary Bile Acid Metabolism	18476	LC/MS Neg	342	5163	464.30176	475-31-0;863-57-0	10140	C01921	HMDB00138
1808	glycocholenate sulfate*	Lipid	Secondary Bile Acid Metabolism	32599	LC/MS Neg	100001989	4750	254.62291				
1780	glycodeoxycholate	Lipid	Secondary Bile Acid Metabolism	18477	LC/MS Neg	100000436	5281	448.30684	360-65-6	3035026	C05464	HMDB00631
1799	glycohyocholate	Lipid	Secondary Bile Acid Metabolism	42574	LC/MS Neg	100004083	5020	464.30176				
3405	glycolate (hydroxyacetate)	Xenobiotics	Chemical	15737	GC/MS	203	1119	177	79-14-1	757	C00160	HMDB00115
1785	glycolithocholate	Lipid	Secondary Bile Acid Metabolism	31912	LC/MS Neg	100001064	5357.1	432.31193	474-74-8	115245	C15557	HMDB00698
1786	glycolithocholate sulfate*	Lipid	Secondary Bile Acid Metabolism	32620	LC/MS Neg	100001657	5011	255.63073	15324-64-8	72222	C11301	HMDB02639
1791	glycoursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	39379	LC/MS Neg	100002911	5033	448.30684	64480-66-6	12310288		HMDB00708
501	glycylleucine	Peptide	Dipeptide	34398	LC/MS Pos	100001258	2190.9	189.12337	869-19-2	92843	C02155	HMDB00759
511	glycylvaline	Peptide	Dipeptide	18357	LC/MS Pos	100000487	1561.6	175.10772	1963-21-9	97417		HMDB28854
355	guanidinoacetate	Amino Acid	Creatine Metabolism	43802	LC/MS Pos	344	711.2	118.06111	352-97-6	763	C00581	HMDB00128
372	guanidinosuccinate	Amino Acid	Guanidino and Acetamido Metabolism	32446	LC/MS Polar	100001212	3550	174.05203	6133-30-8	97856	C03139	HMDB03157
2412	guanosine	Nucleotide	Purine Metabolism, Guanine containing	1573	LC/MS Neg	1099	1662	282.08439	118-00-3	6802	C00387	HMDB00133
2533	gulonic acid*	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	46957	LC/MS Polar	100001586	2750	195.05102	20246-53-1	9794176		
2568	heme	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	41754	LC/MS Pos	100001386	5003	616.1762	14875-96-8	26945	C00032	HMDB03178
1116	hexadecanedioate	Lipid	Fatty Acid, Dicarboxylate	35678	LC/MS Neg	100001614	4615	285.20713	505-54-4	10459	C19615	HMDB00672
